,text,sentiment
12558,sherman hemsley is on tri to danc and sing he is terribl crack up may he r.i.p,negative
5771,so proud of user_ment for the huge upset against maryland time for us to do the same tomorrow night godeac,positive
8872,rugbi is a great winter sport for gaa ladi look to keep up there fit come along friday to kilkenni rfc at to tri it out,positive
11943,user_ment aw i wa sat on my couch somewher in germani at the time watch the livestream and bawl my eye out omg,positive
12569,user_ment i think we all knew it would come to thi we sat through yr of watch a hatr for the potu build up and here we are,negative
4276,i just rememb in is a song delight what a saturday positivetrol,positive
11246,lavign is have a concert tomorrow night in the park open for her you wanna,neutral
9856,user_ment mine just went back to nikon for the time for shutter bounc came back the other day with a scratch basepl fun,neutral
8906,an emot intellig organis through mind find out how with user_ment in san fran in dec url pl,positive
115,takbir dr moham morsi announc as elect presid after the gloriou of jan revolut congratul to egypt,positive
13273,gop ha set the bar veri low with a cycl promot a grossli unamerican idea potu as elect autocrat civics101,negative
10654,user_ment in your love of origin may be regard unnecessarili high in my eye becaus of the histori i have with it,neutral
6503,tonight brenner solo open for jim white at tin angel out url,neutral
4107,dtn kazakhstan capello ill tweak lineup for azerbaijan gamecoach fabio capello said monday he will tweak the url,neutral
12538,spend my last night in indianapoli with my mom and cousin head to idaho tomorrow url,neutral
15048,user_ment well current on holiday in portug come home tomorrow then go to poland on tuesday for a holocaust memori trip,neutral
1076,about to watch the half of season of break bad on my long flight to hong kong buzzin,neutral
12942,i may ask my doctor for ambien on elect night rather sleep through it and hope i wake up to footag of mitt cri over hi loss,negative
133,cheaper carbon replac silicon in solar panel nov ian research have built the first solar url,neutral
7971,fuck look at art tomorrow go straight to the side of town where i can find chief keef ohhyeahh,positive
13803,wait to hear tomorrow cmag meet about horni coni report baag wait watch you will be grill tomorrow cmag a hope,negative
9615,wednesday you know what that mean new episod of the challeng battl of the season american horror stori asylum,neutral
15311,today wa nation kiss have to make up for the loss tomorrow,neutral
8410,tomorrow is the last day for earli vote here in if you havent alreadi go vote dont wait til tue to do so,neutral
2775,taiwan win visa free travel to us six taiwanes tourist arriv in new york on thursday as the first from the url,neutral
15708,so i thought yesterday wa tuesday think today will be a littl like the movi ground hog day,neutral
2879,betstyleloung thi saturday user_ment will be turnt to the max come see me and user_ment rock out and king dr url,positive
9236,man utd v arsen on sat see the best defenc afc in the leagu conced against the best attack utd score,positive
14018,watch and good it is too wellobserv and fearsom dri,positive
5846,we do not live in ground hog we live with a victim today b rough but tomorrow be the same el leadership,neutral
5166,wa think of harri redknapp for the user_ment job for the past few day now would be an absolut coup shebbi,positive
10370,nowplay jim white crash into the sun url,neutral
2187,rememb last new year and i sat there for hour watch kasabian live at the o2,neutral
9181,mani rumour float about that harri redknapp may be interest in the blackburn job what do you all think,positive
7869,new glori gang music janet at the superbowl url on soundcloud,neutral
2235,thi bitch user_ment just put frog back on lmfao throw back thursday,negative
9468,you may not kick tribe call quest answer a text from billi cundiff,negative
14451,happi day to you that may have one,positive
1809,my bodi is exhaust i walk from and jefferi to the where i accident sat on dead to and king dr and back,negative
7000,taetiseo will perform on in tomorrow at kb will broadcast the concert on novemb at,neutral
13764,game day arsen ladi vs turbin potsdam champion leagu last leg get down and support the gooner uwcl alfc,neutral
11407,video game trailer launch trailer check out the launch trailer for mass effect ad fri oct url,neutral
15239,no joke i got a voicemail yesterday say instead of of wow not sure what that is all about,positive
12269,my mama go to jacksonvil saturday would go but she want let me on,negative
15229,great see u host of hangout romneyr wednesday of u want invit let me know lynndeb user_ment,positive
9027,nikon ha onc again proven a small world after all with the latest herald sun url,neutral
9762,come out on monday to watch the woman in black the model un free entri concess donat ssu url,neutral
1377,nigga in pari wa play in the wait room at the clinic and thi old ladi sat tap her walk stick and bob her head so cute,positive
10736,and to the girl in front of us that sat down and play templ run the whole whi did you even come confus,negative
15989,love the hair style from jason wu new york fashion week show give you the stepbystep to url,positive
14404,user_ment chines on top of the intern we have chines new year new year day goh mei day,neutral
4855,too soon amazon open black friday deal store thanksgiv is week the world seri onli end on sund url,negative
8847,user_ment may be it true becous tripl h arm ha broken for reel or may be he will come back at the royal rumbl,neutral
11542,user_ment bore xfactor seen it all befor xfactor user_ment have someth new for autumn and no more danc on ice in januari,negative
10098,went to see mysteri of charl at the playhous west end last thursday star simon callow a must see,positive
1174,oh yay my mom just told me that my grammi is come tomorrow woot woot loveh,positive
8493,i am wathc all manifest relat to republ day and i just see that we are realli far away,negative
13897,thi may be a littl forward secretcountri but can you imagin the sex miranda lambert blake url,positive
3253,the end to the grey may be one of the most bad ass end to a movi ever seen,negative
11643,total curiou with dream high wanna watch thi drama asap wanna compar it with the one still there a loong holiday y,neutral
13349,safe and sound at narita airport feel good to be back at the land of rise sun,positive
