,text_clean,sentiment
1741,know know 🤣🤣 nike nikead nikejustdoit justdoit kanayookanayo joke meme nollywood funnt instafunni nigeria nigerianjok africanmem nollywoodjok comedi africancomedi laugh blacklivesmatt woke blackgirlmag blac…,neutral
1742,see logo justdoit teamnik fbf week ago mayb alexandria virginia,neutral
1743,thank inspir talk son topic today justdoit stopkavanaugh,positive
1744,impeach trump justdoit nike,neutral
1745,troop continu wear nike militari tactic boot say nike boycott justdoit nike,neutral
1746,go ahead test justdoit chao maddog,neutral
1747,doin doubl colin kaepernick stun new commerci imwithkap colinkaepernick nikecommerci justdoit imwithnik,neutral
1748,think predict futur well co work last time but unfortun got bu stop baptism process rain start straight stori today shareyourrainstori raininlago but justdidit justdoit,negative
1749,serena goat period teamserena justdoit,negative
1750,today i’m wear head toe justdoit respect,neutral
1751,probabl think “thi gonna realli hit nerv annoy racist peopl like donald trump awesom campaign justdoit” 😂👌🏻 fan base prove right act like littl children embarrass internet,negative
1752,well happen knew would winner darwin award natur one curti neighbor colinkaepernick nike justdoit,positive
1753,go piss weekend realiz nike make everi nfl jersey everi piec apparel good luck boycott though teamkaep justdoit nflkickoff,positive
1754,tbf ✔️over stripe justdoit ✊🏽,neutral
1755,think let’ stand countri start grown much ignor thisn bigot in wh coz countri ever shit storm come go justdoit,negative
1756,bought whole whack justdoit,negative
1757,“ci spring love lead say you’ll never ever leav cuz want ya safe yea i’m alway idsonandvis cyspr alldayeveryday justdoit,positive
1758,figur i’d grab new workout gear know support compani support us 😏💕 justdoit nike,positive
1759,possibl one greatest univers messag time justdoit,positive
1760,don’t bi weekli train ticket would much easier budget week hate math justdoit dosometh metronorth mta nyc,negative
1761,polit becom market justdoit,neutral
1762,think repres essenc america patriot peac protest stood giant orang tyrant hero takeakne nike justdoit colinkaepernick,negative
1763,answer question justdoit,neutral
1764,great kaepernick black face love still face realiti use ad dollar lobbyist bring system white supremaci empow polic black bodi justdoit,negative
1765,time couldn’t fit justdoit,negative
1766,great us open final justdoit,positive
1767,tbt ✔️ stripe justdoit,neutral
1768,say pray jesu in world much hate jealousi justdoit jesu nike pray goodhabitsstartyoung good believers…,negative
1769,dear american rather destroy nike gear not sell donat veteran claim care colinkaepernick justdoit,negative
1770,best one yet justdoit justtakeit,positive
1771,nigga go fuck justdoit,negative
1772,im bitter not sweet like eminem eminem rap like lilkim justdoit يوم الجمعه buenviern afldeescat nrlstormsouth point sierraburgess sumika デレステar verdeliss soundcloud np outnow,positive
1773,express opinion not make statement true in era justdoit pleas shoot shot,negative
1774,weird cheer mega brand major corpor but guess social justic in right kinda feel like nike go though mean justdoit spose,negative
1775,know hard put everyth line carri dream know hard tri everyon doesn’t matter anyth set mind you’r incred justdoit,negative
1776,nike nike justdoit maxon cinemad cd sneakerhead respect octan otoy,neutral
1777,where outrag right littl girl wipe nose flag isnt also disrespect justdoit,negative
1778,go well done justdoit nike colinkaepernick via,positive
1779,pair new new shoe around longer sham presid justdoit,neutral
1780,time right thing justdoit nike,negative
1781,stop freak in white hood robe pair air max done justdoit nike,neutral
1782,turn take note justdoit,negative
1783,rest dumbocrat must put countri first get work elect instead constantli stir shit pot work togeth greater good god sake quit tri divid nation justdoit,negative
1784,polit asid great video justdoit capabl,positive
1785,nike think reach american seem concern rich white peopl divid nike unit spew hatr nike encourag beworst melania bebest justdoit,negative
1786,best video ever justdoit,positive
1787,ask room within budget ask budget in first place justbookit justdoit,neutral
1788,repres work today 💜💛 justdoit lsu,neutral
1789,way go nike justdoit blacktwitt blacklivesmatt blacklivesmatt fucktrump,positive
1790,happi girl best smile livinmybestlif lilduv friday tryit campaign itsfriday delawar psblogger happygirlsaretheprettiest havingfun justdoit notafollower…,positive
1791,woke feet hit floor blood flow time make today bitch fridayfeel fridaymotiv pmma justdoit,negative
1792,mean grand but went ahead amp bought kid anoth pair school shoe husband new work shoe amp anoth pair collect spend compani back convict justdoit takeakneeinnik,negative
1793,speak sacrific colinkapernick would never justdoit backtheblu,negative
1794,good morn justdoit,positive
1795,predict but realli care bunch racist fascist think colinkaepernick nike justdoit,negative
1796,hey repar justdoit,positive
1797,but least feel safe in street 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️ justdoit nike,negative
1798,piss justdoit nike,negative
1799,justdoit justdoit,neutral
1800,leas stop threaten justdoit,negative
1801,decid right side histori acknowledg highlight messag give global platform bring awar polic brutal toward minor justdoit willingtoriskital,negative
1802,hey impeach trump justdoit impeachtrumpnow worstpresidentev thamemdmentnow,negative
1803,justdoit mr presid,neutral
1804,think think 🖕🖕 agre justdoit believeinsometh,neutral
1805,also vξgλnλtor know someth believ in someth act someth 🌱💪🏽🌎 plantstrong justdoit,negative
1806,ya need quit worri nike go grab pair justin work boot take ya ass work justdoit,negative
1807,love justdoit,positive
1808,instead burn nike gear not donat local shelter help racist divvi justdoit ✔️,negative
1809,it’ time everyon take stand knee believ in nikead justdoit,negative
1810,peopl burn nike colinkaepernick peac protest but won’t throw gun away someon shoot place kill innoc peopl istandwithkap justdoit,negative
1811,nike’ highli strateg clear understand target audienc “dream crazy” saw strong reson among gen millenni audienc gen posit regard ad well distast toward age justdoit resist,neutral
1812,crazi huh posit encourag inclus messag no wonder don’t get justdoit,negative
1813,best one seen far justdoit,positive
1814,nike think big pile shit way help economi buy nike shoe maga justdoit,negative
1815,nigerian not rest dey murder hail😂😂 anyway justdoit,negative
1816,team news due later tonight meanwhil enjoy inspir us in latest campaign justdoit,positive
1817,think peopl right right wrong wrong justdoit,negative
1818,colin kaepernick justdoit campaign wash trick poni need someth get notic nation fantasi life millionair whine cop oppress noth black genocid happen in citi,negative
1819,think it’ high time taught kid younger one happi doesn’t depend anyon els except happi insid job find thing make happi look far you’v come there’ much keeppush justdoit,positive
1820,thing think bang stormi justdoit,neutral
1821,need new gym shoe cours nike justdoit,positive
1822,prayer censorship heard base result ’s recognit problem amp affect onlin presenc listen real news realalexjon today america justdoit🇺🇸 patriot,positive
1823,knee ain’t bust stand believeinsometh nike justdoit tonya america maga wilder kentucki,neutral
1824,stressin call lot base in europ justdoit,neutral
1825,wait you’r familiar concept “thinking” tri sometim super exhaust though not bunch much first time freak small amount first use moder you’r use justdoit,negative
1826,sacrific tripl ampute neveragain justburnit justdoit 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,negative
1827,believ in someth even mean sacrif everyth justdoit,negative
1828,right thing justdoit nonik,negative
1829,get trumper burn product alreadi paid resel new product in month capit know justdoit,neutral
1830,believ in someth even mean sacrif everyth ✊🏽 justdoit,negative
1831,stop commun someon doesn’t mean beef move funni move way selfrespect selfmotiv dreambig menfashionstyl justdoit,positive
1832,best thing seahawk could hire colinkaepernick trade egomaniac russellwilson cleveland justdoit way go stay strong proud,positive
1833,oh know shitgibbon luckili doubt pusfil crusti old feet could fit pair shoe mayb sign resign justdoit,negative
1834,like say justdoit protect,neutral
1835,made day not let hatter win nike justdoit justdoitsaf,negative
1836,“send greatness” make statement greatest justdoit believeandachiev,positive
1837,would say dream justdoit,positive
1838,word anarchi justdoit ever hear lawandord encourag entropi encourag crime,neutral
1839,nike think side power movement toward accept toler individu freedom seemingli shun dinosaur way think good riddanc justdoit,positive
1840,know man chill one william smith everyon justdoit,positive
1841,histori book written everyday rememb justdoit,positive
1842,cunfus brouhaha nike campaign explain in nutshel read justdoit,positive
1843,i’m tire hear nike kaepernick debacl but good pass meme toofunni believeinthomthin memesdaili justdoit justhdoit nike kaepernick…,negative
1844,oh yeah fucktrumpfriday justdoit,positive
1845,nike sweatshop protest in justdoit,negative
1846,justdoit but need new jersey throwback go back in closet flyeaglesfly🦅 philadelphia pennsylvania,positive
1847,first el clasico set octob camp nou anambra keli abuja justdoit fridayfeel serena pogba uefanationsleagu hennessyvsclass burtreynold,neutral
1848,believ in someth even mean sacrif everyth istandwithbook justdoit,negative
1849,hey colinkapernick justdoit rest america support bluelivesmatt rule law constitut protect everyon via,positive
1850,week ago set adventur would chang life want see momma sister becom armi infantri car accid chang still love nike kaulestrong tbisurvivor justdoit,positive
1851,talk mueller alreadi justdoit,neutral
1852,mr trump nike wasn’t think “let’ trigger bunch maga snowflak expos fals patriot but that’ exactli happen what’ offici sneaker fascism justdoit nike freespeech,negative
1853,impeach dump justdoit,negative
1854,white peopl still hate muhammadali bout jackierobinson tommiesmith johncarlo billrussel kareemabduljabar worri stop hate kaepernick but could avoid lot embarrass justdoit,negative
